Quebra;Codigo;Descri��o;Quantidade;Faturamento
07/09/2026;1832;JUJUBA KG;0,178;8,88
07/09/2026;1841;BOLO FATIA;10;130,92
07/09/2026;1865;MARLBORO VISTA PURPLE MIX;1;14,75
07/09/2026;1874;COOKIE REDONDO;15;210,85
07/09/2026;1905;PAO PETROPOLIS;4;70,08
07/09/2026;1918;NESCAU 200G;1;11,9
07/09/2026;2000;PALHA ITALIANA KG;0,562;51,41
07/09/2026;2023;CEBOLITOS 91G;1;13,9
07/09/2026;2028;MATE ZERO 1 5 L;1;12,9
07/09/2026;2080;HAMBURGUER DE FORNO;18;214,2
07/09/2026;2084;LOLLO;1;6,28
07/09/2026;2131;TAPIOCA QUEIJO COM PRESUNTO;1;21,89
07/09/2026;2143;BOLO DE COCO;1;26,9
07/09/2026;2154;CASAL GARCIA VINHO VERDE 750ML;1;69,9
07/09/2026;2167;CUSCUZ PEDACO;4;51,6
07/09/2026;2191;JOELHO SABORES;28;281,23
07/09/2026;2217;PAVE DE GALAK;1;14,9
07/09/2026;2219;AGUA TONICA SABORES;1;7,16
07/09/2026;2261;GUARANA ANTARCTICA 600 ML ZERO;1;11,9
07/09/2026;2272;CAMEL BLUE BOX;1;12,5
07/09/2026;2297;CHARGE;1;5,5
07/09/2026;2303;PAO COM LINGUICA;4;103,79
07/09/2026;2337;CIGARRO VAREJO;6;9
07/09/2026;2345;BOLO DE LIMAO KG;1,676;85,13
07/09/2026;2364;AMENDOIM JAPONES 145G ELMA CHIPS;1;12,9
07/09/2026;2367;SUCO DE LARANJA C/ ACEROLA;2;32,3
07/09/2026;2516;BAGUETE EMPORIO;0,636;36,19
07/09/2026;2548;PAO DE QUEIJO KG;6,135;561
07/09/2026;2579;CAFE COM LEITE P;4;23,53
07/09/2026;2662;MISTO COM OVO;8;127,38
07/09/2026;2720;PAO NA CHAPA C REQUEIJAO TOSTADO;7;128,21
07/09/2026;2721;MINAS QUENTE;2;28,2
07/09/2026;2722;OMELETE FRANGO CATUPIRY;4;117,41
07/09/2026;2723;OMELETE QUEIJO E PRESUNTO;2;42,87
07/09/2026;2725;TAPIOCA FRANGO COM CATUPIRY;1;26,72
07/09/2026;2734;SUCO ABACAXI COM HORTELA;1;15,29
07/09/2026;2738;SUCO DE MARACUJA;1;15,89
07/09/2026;2739;SUCO DE MORANGO;1;16,25
07/09/2026;2740;SUCO VERDE;1;16,39
07/09/2026;2744;VITAMINA DE MORANGO COM LEITE;1;17,49
07/09/2026;2752;CHOCOLATE QUENTE;7;144,36
07/09/2026;2756;ADD QUEIJO MINAS;2;12,88
07/09/2026;2770;MATTE LEAO ZERO 300ML;1;6,9
07/09/2026;2772;MISTO MINEIRO;2;32,77
07/09/2026;2825;TRIDENT 8G;7;28,55
07/09/2026;2834;REQUEIJAO CATUPIRY;1;13,9
07/09/2026;2934;MIL FOLHAS SABORES UND;3;42,46
07/09/2026;2943;PAO DOCE COLEGIAL KG;1,764;125,88
07/09/2026;2951;ROSCA DE COCO;11;142,68
07/09/2026;2953;GRISSINI PARMESAO KG;0,594;78,12
07/09/2026;2954;PIZZA SECA;4;41,77
07/09/2026;3020;BARRA MILKA ALPINE MILK;1;25,9
07/09/2026;3032;MARLBORO GOLD SELECTION BOX;2;25,18
07/09/2026;3083;COXINHA DE BRIGADEIRO E MORANGO;10;140,84
07/09/2026;3119;SPRITE LATA;2;17,38
07/09/2026;3131;LUA DE MEL NUTELLA;8;55,92
07/09/2026;3207;PIPOCA ARTESANAL CACAU ORIGINAL;1;9,9
07/09/2026;3218;TARTELETE DE MORANGO;2;23,8
07/09/2026;3248;DOCES  FOLHADOS;0,238;14,47
07/09/2026;3271;DUNH ON (KENT) BLUE BOX;2;29
07/09/2026;3272;QUEIJO BOLA KG;0,728;73,11
07/09/2026;3753;BATATA RUFFLES CHURRASCO 76G;1;12,9
07/09/2026;3788;PICOLE LA FRUTTA LIMAO;1;10,48
07/09/2026;3862;MANTEIGA COM SAL POTE 200G REGINA;1;16,9
07/09/2026;3919;MADELEINE;0,216;15,1
07/09/2026;3949;MASSA COM MOLHOS TRADICIONAIS;3;95,37
07/09/2026;3950;TRADICIONAL;21;805,85
07/09/2026;3951;NHONHO;6;233,43
07/09/2026;3952;KIDS;4;100,9
07/09/2026;3958;NHOQUE;3;12,83
07/09/2026;3978;BISCOITO AM. ROSCA DA PENHA;0,136;12,24
07/09/2026;4002;BISCOITO AM BEIJINHO DE FREIRA;0,144;12,95
07/09/2026;4122;QUICHE SABORES;12;208,12
07/09/2026;4127;PAO DE PROVOLONE;0,838;33,41
07/09/2026;4238;CROISSANT SALGADO;8;82,34
07/09/2026;4278;QUEIJO PRATO PRESIDENT 300G;5,468;109,2
07/09/2026;4279;PRESUNTO TIPO PARMA;2;67,8
07/09/2026;4310;SALADA DE FRUTAS NA TACA;2;28,08
07/09/2026;4314;BRIOCHE PARMESAO;0,23;14,92
07/09/2026;4315;BRIOCHE MILHO;0,214;11,32
07/09/2026;4327;CIABATTA RECHEADA;20;199,71
07/09/2026;4368;AGUA TONICA ANTARCTICA 350ML;2;15,18
07/09/2026;4511;CROISSANT MORANGO C/NUTELLA;5;96,39
07/09/2026;4517;SANDUICHE DE MORTADELA DEF C/QUEIJO;1;13,79
07/09/2026;4539;BRIOCHE COCO;0,876;46,34
07/09/2026;4579;MINI SONHO KG;3,29;228,66
07/09/2026;4596;BISNAGUINHA KG;3,504;215,25
07/09/2026;4598;PIPOCA DOCE;9;89,83
07/09/2026;4624;PALITO DE CHOCOLATE KG;0,756;75,52
07/09/2026;4655;TAXA DE ENTREGA;2;10,04
07/09/2026;4657;SANDUICHE NATURAL FRANGO;4;49,74
07/09/2026;4687;BOLO DE CENOURA C/ CHOCOLATE;7;209,3
07/09/2026;4704;SUCO DE LARANJA 500ML;5;103,17
07/09/2026;4710;PIRULITO POP;1;1,32
07/09/2026;4724;NHA BENTA;1;1,99
07/09/2026;4725;PAO DOCE EXTRA GRANDE;8;103,98
07/09/2026;4733;LUCKY STRIKE R.A. PATTERSON;1;11
07/09/2026;4734;CROISSANT NEUTRO;7;62,3
07/09/2026;4772;BOLO FITA DOCE DE LEITE;12;181,77
07/09/2026;4930;BABKA DE CHOCOLATE;2;37,8
07/09/2026;4971;RABANADA KG;0,17;10,18
07/09/2026;5145;BROWNIE FATIA DOCE DE LEITE;1;14,9
07/09/2026;5290;BOLO DE CENOURA C/CHOCOLATE KG;1,172;70,22
07/09/2026;5353;LUA DE MEL LIMAO;2;11,98
07/09/2026;5443;BEB LACTEA YOPRO CHOCOLAT 15G PRO 250ML;1;12,9
07/09/2026;5467;SUCO LIMOROSA;2;39,38
07/09/2026;5468;SUCO LARAMORA;5;97,29
07/09/2026;5506;BROWNIE NUTELLA 90G;1;9,9
07/09/2026;5513;BRIGADEIRO SABORES;2;8,78
07/09/2026;5515;BROWNIE DOCE DE LEITE 90G;3;29,7
07/09/2026;5663;OREO BITES 72G;1;25,9
07/09/2026;5830;BAGUETE CAPRESE;10;129
07/09/2026;5840;CROISSANT MISTO DE QUEIJO E PRESUNTO;4;79,24
07/09/2026;5841;CROISSANT COM OVOS MEXIDOS;1;19,93
07/09/2026;5845;TORRADA PETROPOLIS SIMPLES;3;39,2
07/09/2026;5846;TORRADA PETROPOLIS OVOS E REQUEIJAO;7;166,79
07/09/2026;5849;SANDUICHE DE FRANGO CROCANTE;1;31,4
07/09/2026;5850;X TUDO;1;31,33
07/09/2026;5857;TAPIOCA OVOS MEXIDOS COM REQUEIJAO;1;25,19
07/09/2026;5900;BISCOITO AM. BAMBOLE KG;0,268;24,09
07/09/2026;5911;PAO DE QUEIJO RECHEADO KG;5,818;543,58
07/09/2026;5927;PRESUNTO SADIA KG;0,91;54,51
07/09/2026;5930;PEITO DE PERU SADIA KG;1,52;138,01
07/09/2026;6037;FUNCIONÁRIOS COCA-COLA 2L;1;14,9
07/09/2026;6068;PIRULITO DONUTS;3;8,7
07/09/2026;6163;MINI PICOLE OREO 45G;1;19,9
07/09/2026;6170;TORTA KINDER FATIA;9;218,44
07/09/2026;6173;TORTA OREO FATIA;4;97,99
07/09/2026;6193;DUNHILL VOYAGE DOUBLE REFRESH BOX;1;14
07/09/2026;6217;X SALADA;1;26,31
07/09/2026;6257;NAKED CAKE 15CM;1;109,9
07/09/2026;6461;BEB NESCAFE PRO ENERGY 15G PROT 270ML CAPPUC;1;18,9
07/09/2026;6467;MENTOS WILD SPEARMINT;1;4,91
07/09/2026;6497;XICARA DE IOGURTE;2;19,28
07/09/2026;6498;LATTE BRIGADEIRO;1;18,59
07/09/2026;6499;LATTE DOCE DE LEITE;2;36,14
07/09/2026;6500;LATTE NUTELLA;1;19,95
07/09/2026;6501;FRENCH TOAST BANANA;1;21,89
07/09/2026;6506;ADD BATATA FRITA SANDUICHES;1;9,4
07/09/2026;6516;ROSCA SALGADA;17;221,48
07/09/2026;6517;ROSCA DE AMENDOA;11;166,14
07/09/2026;6545;CASADINHO DE COOKIE;2;37,8
07/09/2026;6548;TORTA NINHO C/ NUTELLA FATIA;1;23,9
07/09/2026;6576;VINHO ARG ALFREDO ROCA MERLOT 750ML;1;69,9
07/09/2026;6599;VINHO RESERVADO CONCHA Y TORO MOSCATO;1;34,9
07/09/2026;6621;PAO DOCE COLEGIAL - 6 UNIDADES;5;85,91
07/09/2026;6629;BATON CHOCOSTICK COOKIES&CREAM;3;14,7
07/09/2026;6646;BARRINHA NUTRY WHEY 15G;1;17,9
07/09/2026;6672;CAFE ORFEU TORRADO EM GRAO CLASSICO 250G;1;49,9
07/09/2026;6673;BISCOITO AMANTEIGADO DELICIA DOCE DE LEITE;0,102;7,73
07/09/2026;6684;CHOCOLATE CHOCOSTICK AVELA 26G;2;9,8
07/09/2026;6707;BOLO FITA CENOURA COM CHOCOLATE;5;74,5
07/09/2026;6711;GUARDANAPO COQUETEL 100UNI;1;6,17
07/09/2026;6723;FUMO VB TOBACCO VIRGINIA BLEND;1;18,9
07/09/2026;6726;PAPEL P/ CIGARRO  POP KING SIZE;2;9,8
07/09/2026;6738;MINAS FRESCAL TIROLEZ KG;1;17,9
07/09/2026;6739;REQUEIJAO TIROLEZ 200G;1;13,9
07/09/2026;6744;KITKAT  TUTTI FRUTTI 415G;1;7,9
07/09/2026;7000;BUFFET CAFE DA MANHA;30,765;3011,52
07/09/2026;7,89284E+12;H2O LIMAO 500ML;3;27,65
07/09/2026;7,89893E+12;AGUA S GAS 15 TERESOPOLIS;2;14,57
08/09/2026;2;COCA-COLA 2L;10;189,09
08/09/2026;3;COCA-COLA 2L ZERO;5;97,73
08/09/2026;4;H2O LIMONETO 500ML;9;82,77
08/09/2026;6;COCA-COLA LATA 350 ML;21;196,46
08/09/2026;7;COCA-COLA LATA ZERO 350ML;46;437,01
08/09/2026;18;FANTA LARANJA LATA;2;16,85
08/09/2026;19;MATTE LEAO PET 300ML;1;6,9
08/09/2026;28;GUARANA ANTARCTICA 500ML;2;16,42
08/09/2026;37;PUDIM PQ;1;14,1
08/09/2026;39;GUARANA ANTARTICA 2L ZERO;1;14,9
08/09/2026;41;GUARANA ANTARTICA 600ML;4;48,79
08/09/2026;42;GUARANA ANTARTICA LATA;6;51,35
08/09/2026;43;GUARANA ANTARTICA LATA ZERO;1;8,69
08/09/2026;50;AGUA C/G 15L;1;8,64
08/09/2026;51;AGUA C/G 500ML;27;169,41
08/09/2026;54;MATTE LEAO 1 5 L;2;25,8
08/09/2026;60;GUARAVITA;47;138,07
08/09/2026;62;GUARAVITON;8;56,29
08/09/2026;88;CATARINA SABORES UN;1;32,99
08/09/2026;96;BOLO PISCINA DE LIMAO;1;34,9
08/09/2026;105;MARGARINA QUALY 250 GR;3;23,7
08/09/2026;106;MARGARINA QUALY 500 GR;1;13,9
08/09/2026;108;MANTEIGA ITAMBE 200 GR;1;17,9
08/09/2026;109;REQUEIJAO TRADICIONAL ITAMBE;1;16,9
08/09/2026;119;TODDYNHO;7;34,3
08/09/2026;123;RED BULL ORIGINAL;1;13,9
08/09/2026;167;LEITE INTEGRAL 1L;4;39,6
08/09/2026;174;OVO UNIDADE;3;3,6
08/09/2026;175;QUINDIM PQ;6;53,4
08/09/2026;178;CHA CAMOMILA CAIXA;1;10,23
08/09/2026;191;BISCOITO DE LIMAO 160G;1;6,9
08/09/2026;200;QUEIJO PRATO KG;3,578;303,8
08/09/2026;217;BISCOITO CHOCOLATE 160G;2;13,8
08/09/2026;236;ACUCAR REFINADO KG;2;13,8
08/09/2026;249;GATORADE MORANGO MARACUJA;2;19,8
08/09/2026;299;SAL REFINADO KG;2;9,8
08/09/2026;300;QUEIJO MUSSARELA KG;3,195;271,28
08/09/2026;333;HALLS SABORES 28GR;10;30
08/09/2026;347;MENTOS 37G;6;27,37
08/09/2026;348;KIT KAT CHOCOLATE 41 GR;1;7,9
08/09/2026;351;POLENGUINHO 17G;7;13,93
08/09/2026;353;DANONE MORANGO 170G;1;5,9
08/09/2026;359;DIVERSOS;37;337,95
08/09/2026;400;PRESUNTO SEARA KG;1;54,9
08/09/2026;408;CAFE ESPRESSO PEQUENO;14;119,13
08/09/2026;409;CAFE ESPRESSO GRANDE;7;74,68
08/09/2026;414;CAPUCCINO ITALIANO;17;274,89
08/09/2026;416;CAFE COADO P;17;127,18
08/09/2026;422;MATTE LEAO LIMAO 300 ML;1;7,59
08/09/2026;424;COCA-COLA 600 ML;9;112,31
08/09/2026;425;COCA-COLA ZERO 600 ML;8;96,39
08/09/2026;434;GATORADE LIMAO 500ML;1;9,9
08/09/2026;435;GATORADE TANGERINA;2;19,8
08/09/2026;437;AGUA S/G 500ML;16;100,58
08/09/2026;442;PAO DE HAMBURGUER;1;12,9
08/09/2026;449;SONHO CREME;14;128,94
08/09/2026;456;COXINHA DE FRANGO;19;208,26
08/09/2026;460;SUCO DE LARANJA 300ML;23;324,33
08/09/2026;461;PAO COM MANTEIGA;2;5,98
08/09/2026;462;PAO NA CHAPA;26;166,52
08/09/2026;464;MISTO QUENTE;7;94,17
08/09/2026;465;QUEIJO QUENTE;8;112,23
08/09/2026;466;MINAS C PEITO DE PERU;1;20,79
08/09/2026;468;PAO COM OVO;20;247,82
08/09/2026;469;SANDUICHE DE MORTADELA DEF;1;11,53
08/09/2026;478;PAO DOCE DE BANANA;11;111,29
08/09/2026;479;LUA DE MEL DOCE DE LEITE;3;17,97
08/09/2026;482;BOLO FUBA COM GOIABADA;2;53,8
08/09/2026;488;EMPADAO FRANGO;7;118,3
08/09/2026;495;CAFE COADO G;26;251,28
08/09/2026;499;SONHO NUTELLA;14;167,79
08/09/2026;500;MORTADELA OURO  KG;3,994;199,3
08/09/2026;508;ADD QUEIJO PRATO OU MUSSARELA;2;9,8
08/09/2026;512;COCA COLA 310 ML LATA;1;6,49
08/09/2026;517;CAFE ESPRESSO COM LEITE P;1;9,79
08/09/2026;518;CAFE ESPRESSO COM LEITE G;1;13,09
08/09/2026;534;SALGADOS KG;9,868;595,93
08/09/2026;547;LUCKY STRIKE FRESH ICE;1;15
08/09/2026;548;DUNHILL CARLTON;31;520,36
08/09/2026;550;CAFE COM LEITE G;24;308,98
08/09/2026;553;TRAKINAS MORANGO 126G;2;9,8
08/09/2026;557;RABANADA;6;55,18
08/09/2026;558;BOLO CHURROS;4;139,6
08/09/2026;560;FOCACCIA;3,002;185,69
08/09/2026;599;PROMO-SALGADOS;136,901;137,55
08/09/2026;600;MORTADELA COMUM KG;0,1;2,79
08/09/2026;620;FILTRO 102 MELITTA;1;8,9
08/09/2026;624;COCADA UN;6;54,07
08/09/2026;627;TORTA FATIA;4;81,78
08/09/2026;631;BRIOCHE SIMPLES;0,43;25,41
08/09/2026;632;ROCAMBOLE SABORES;4;75,6
08/09/2026;634;BOLO BANANA KG;1,626;97,39
08/09/2026;635;CAVACA KG;0,714;35,65
08/09/2026;636;CIABATTA;11;53,9
08/09/2026;637;TARTELETE LIMAO;1;10,66
08/09/2026;650;PAO CACHORRO QUENTE;0,252;14,34
08/09/2026;664;BOLO LARANJA GR;7;139,3
08/09/2026;671;TORRADA PETROPOLIS COM OVOS E BACON;3;78,87
08/09/2026;678;ESFIHA SABORES;39;309,6
08/09/2026;693;AMANDITA;1;23,9
08/09/2026;700;PEITO DE PERU SEARA KG;0,194;17,44
08/09/2026;715;SALAME FATIADO PERDIGAO 100G;1;18,9
08/09/2026;739;MINAS PADRAO REGINA KG;0,661;72,64
08/09/2026;772;CIGARRO VAREJO DUNHILL;3;7,5
08/09/2026;800;PAO FRANCES;77,359;1930,12
08/09/2026;801;BOLO CHOCOLATE REDONDO;1;29,9
08/09/2026;807;SONHO DOCE DE LEITE;11;97,9
08/09/2026;808;DONUTS RING;2;19,8
08/09/2026;811;BOLO PISCINA NUTELLA;2;77,8
08/09/2026;812;BRIGADEIRO;11;55,93
08/09/2026;822;LUCKY STRIKE MINT;6;90
08/09/2026;827;ADD BACON 3 FATIAS;2;18,98
08/09/2026;835;KETCHUP HEINZ 397G;1;19,9
08/09/2026;838;OVOS MEXIDOS 2 UNID;12;102,94
08/09/2026;842;ICE TEA PESSEGO 300 ML;2;14,34
08/09/2026;858;ISQUEIRO PEQUENO;3;19,5
08/09/2026;893;BALA HORTELA GAROTO;12;31,17
08/09/2026;925;BOLO DE POTE;4;61,09
08/09/2026;929;FRUITTELLA 40G;6;30,01
08/09/2026;943;BOLO DE AIPIM 500G;3;74,7
08/09/2026;947;ADD BATATA FRITA;1;9,64
08/09/2026;968;SANDUICHE NATURAL FITA;8;191,2
08/09/2026;972;AGUA TONICA LATA 350ML SEM ACUCAR;1;6,9
08/09/2026;978;GATORADE LIMAO;2;21,57
08/09/2026;980;MOUSSE SABORES;6;65,4
08/09/2026;986;COMBO 4 ESFIHAS SABORES;2;59,8
08/09/2026;988;BOLO PAMONHA GR;6;179,4
08/09/2026;996;ROTHMANS AZUL BOX;19;237,5
08/09/2026;1032;TALENTO DIET 25G;2;17,8
08/09/2026;1033;PACOQUITA SANTA HELENA;1;2
08/09/2026;1054;EMPADINHA DE FRANGO;12;158,7
08/09/2026;1058;CACHORRO QUENTE DE FORNO;11;109,48
08/09/2026;1110;CAMEL YELLOW BOX;1;12,5
08/09/2026;1123;MACARON SABORES;11;65,89
08/09/2026;1204;CALABRESA PIZZA;1;30,19
08/09/2026;1209;PORTUGUESA PIZZA;1;32,23
08/09/2026;1217;MARGUERITA PIZZA;6;175,68
08/09/2026;1218;QUATRO QUEIJOS PIZZA;1;31,77
08/09/2026;1239;CAFE DA MANHA PEQUENO;9;394,46
08/09/2026;1242;CAFE DA MANHA MEDIO;2;107,58
08/09/2026;1243;CAFE DA MANHA GRANDE;1;69,19
08/09/2026;1245;IOGURTE EMPORIO;1;26,29
08/09/2026;1246;ESPRESSO CARIOCA PEQUENO;2;17,37
08/09/2026;1247;ESPRESSO CARIOCA GRANDE;1;10,89
08/09/2026;1260;ADD MEL;1;5,06
08/09/2026;1264;AFFOGATO;1;20,79
08/09/2026;1265;SUCO MARACOMANGA;2;32,83
08/09/2026;1267;CHA GELADO MATE DA CASA;1;9,79
08/09/2026;1269;TORRADA PETROPOLIS COM PARMESAO;2;37,18
08/09/2026;1283;CROQUE MONSIEUR;3;97,5
08/09/2026;1284;CROQUE MADAME;6;228,39
08/09/2026;1308;BROWNIE FATIA NUTELLA;2;33,8
08/09/2026;1309;CAPUCCINO ESPECIAL;9;165,69
08/09/2026;1328;CROISSANT DE NUTELLA;1;19,69
08/09/2026;1330;SHOT DE LIMÃO;8;21,66
08/09/2026;1336;OMELETE TRADICIONAL;2;32,78
08/09/2026;1420;SNICKERS  DARK 45G;1;7,47
08/09/2026;1452;MEGA CLASSICO;1;23,64
08/09/2026;1585;MARLBORO VISTA DOUBLE FUSION;2;29,5
08/09/2026;1644;TRIDENT MAX 165 G;1;5
08/09/2026;1660;LEITE DESNATADO 1L;2;19,8
08/09/2026;1709;COOKIE DE NUTELLA  FATIA;6;149,25
08/09/2026;1773;DANONE LIQUIDO MORANGO 850G;1;17,9
08/09/2026;1789;CASILLERO DEL DIABLO MALBEC;1;69,9
08/09/2026;1809;PIZZA DA CASA UNIDADE;3;89,7
08/09/2026;1821;GUARAVITON  ACAI;1;6,9
08/09/2026;1841;BOLO FATIA;4;52,89
08/09/2026;1874;COOKIE REDONDO;10;142,61
08/09/2026;1899;AGUA TONICA SCHWEPPES 350ML;1;9,89
08/09/2026;1901;ICE TEA LIMAO PET 300ML;3;21,39
08/09/2026;1905;PAO PETROPOLIS;1;16,9
08/09/2026;2000;PALHA ITALIANA KG;0,652;60,36
08/09/2026;2028;MATE ZERO 1 5 L;1;12,9
08/09/2026;2080;HAMBURGUER DE FORNO;15;179,69
08/09/2026;2084;LOLLO;2;11,8
08/09/2026;2099;NESCAU GARRAFA 270 ML;1;12,9
08/09/2026;2143;BOLO DE COCO;3;82,34
08/09/2026;2165;CATUPIRY CREAM CHEESE;1;12,9
08/09/2026;2167;CUSCUZ PEDACO;3;38,7
08/09/2026;2191;JOELHO SABORES;82;817,07
08/09/2026;2219;AGUA TONICA SABORES;4;28,88
08/09/2026;2243;MONSTER 473ML;1;15,29
08/09/2026;2261;GUARANA ANTARCTICA 600 ML ZERO;3;36,21
08/09/2026;2272;CAMEL BLUE BOX;1;12,5
08/09/2026;2274;CHOKITO;1;5,9
08/09/2026;2297;CHARGE;2;11
08/09/2026;2303;PAO COM LINGUICA;1;26,29
08/09/2026;2316;PAO DE BATATA RECHEADO;13;197,55
08/09/2026;2345;BOLO DE LIMAO KG;0,982;49,75
08/09/2026;2367;SUCO DE LARANJA C/ ACEROLA;2;32,15
08/09/2026;2383;LEITE SEMIDESNATADO 1L;1;9,9
08/09/2026;2481;CAFE PILAO 250G;5;134,5
08/09/2026;2516;BAGUETE EMPORIO;0,67;38,13
08/09/2026;2538;YOPRO 25G HIGH CHOCOLATE;1;16,99
08/09/2026;2544;FRANGO GRELHADO;13;442,73
08/09/2026;2545;CONTRA FILE;9;405,27
08/09/2026;2548;PAO DE QUEIJO KG;8,278;749,55
08/09/2026;2569;FRANGO EMPANADO;6;226,8
08/09/2026;2579;CAFE COM LEITE P;3;18,12
08/09/2026;2624;TILAPIA CROCANTE;9;445,24
08/09/2026;2662;MISTO COM OVO;15;233,9
08/09/2026;2720;PAO NA CHAPA C REQUEIJAO TOSTADO;8;148,01
08/09/2026;2721;MINAS QUENTE;5;69,65
08/09/2026;2722;OMELETE FRANGO CATUPIRY;3;88,24
08/09/2026;2723;OMELETE QUEIJO E PRESUNTO;1;21,89
08/09/2026;2725;TAPIOCA FRANGO COM CATUPIRY;2;53,35
08/09/2026;2740;SUCO VERDE;1;16,39
08/09/2026;2742;VITAMINA DE BANANA AO LEITE;1;14,9
08/09/2026;2744;VITAMINA DE MORANGO COM LEITE;2;34,98
08/09/2026;2752;CHOCOLATE QUENTE;4;81,13
08/09/2026;2756;ADD QUEIJO MINAS;4;25,37
08/09/2026;2770;MATTE LEAO ZERO 300ML;7;48,3
08/09/2026;2772;MISTO MINEIRO;1;14,9
08/09/2026;2788;PAO FRANCES DIARIA;100;110
08/09/2026;2792;OMELETE MINAS COM PEITO DE PERU;2;47,8
08/09/2026;2817;ACTIVIA 170G MORANGO;2;13,8
08/09/2026;2825;TRIDENT 8G;23;91,61
08/09/2026;2834;REQUEIJAO CATUPIRY;2;28,84
08/09/2026;2934;MIL FOLHAS SABORES UND;3;43,09
08/09/2026;2943;PAO DOCE COLEGIAL KG;1,752;123,88
08/09/2026;2953;GRISSINI PARMESAO KG;0,636;82,62
08/09/2026;2954;PIZZA SECA;1;9,9
08/09/2026;2956;PAO ITALIANO;3;41,7
08/09/2026;2982;PAO DE BATATA PQ;6;53,4
08/09/2026;3022;BARRA MILKA CHIPS AHOY;1;27,72
08/09/2026;3032;MARLBORO GOLD SELECTION BOX;7;84
08/09/2026;3046;COCA COLA  KS;15;112,61
08/09/2026;3058;YOPRO CHOC 25G 250ML;2;25,81
08/09/2026;3083;COXINHA DE BRIGADEIRO E MORANGO;10;143,53
08/09/2026;3084;DANONE NATURAL INTEGRAL 160G;2;13,8
08/09/2026;3131;LUA DE MEL NUTELLA;9;63,61
08/09/2026;3179;YOPRO MORANGO 15G;4;52,74
08/09/2026;3218;TARTELETE DE MORANGO;2;25,27
08/09/2026;3248;DOCES  FOLHADOS;0,458;27,43
08/09/2026;3271;DUNH ON (KENT) BLUE BOX;3;43,5
08/09/2026;3272;QUEIJO BOLA KG;0,568;56,75
08/09/2026;3400;DEL VALLE LARANJA  1L;2;25,8
08/09/2026;3402;DEL VALLE UVA  SEM ACUCAR 1L;1;12,9
08/09/2026;3442;CAFE COM LEITE MELITTA 200G;1;12,9
08/09/2026;3454;BATATA PALHA NA MESA 100G;1;14,9
08/09/2026;3591;TRIDENT GARRAFA;4;77,77
08/09/2026;3877;LUCKY STRIKE 2CAPS;1;15,5
08/09/2026;3947;SPAGUETTI CARBONARA;2;86,99
08/09/2026;3949;MASSA COM MOLHOS TRADICIONAIS;2;63,58
08/09/2026;3950;TRADICIONAL;17;629,09
08/09/2026;3951;NHONHO;16;637,56
08/09/2026;3952;KIDS;13;333
08/09/2026;3958;NHOQUE;8;33,32
08/09/2026;3968;ROSCA DE MILHO;0,554;33,19
08/09/2026;3976;BATON EXTRA MILK 16G;3;10,74
08/09/2026;3980;BISCOITO AM. GOIABINHA;0,28;25,68
08/09/2026;4002;BISCOITO AM BEIJINHO DE FREIRA;0,28;26,19
08/09/2026;4071;SNICKERS ORIGINAL 45G;2;13,8
08/09/2026;4122;QUICHE SABORES;17;293,83
08/09/2026;4127;PAO DE PROVOLONE;0,748;29,84
08/09/2026;4211;SALADA CAESAR;2;52
08/09/2026;4238;CROISSANT SALGADO;9;89,1
08/09/2026;4278;QUEIJO PRATO PRESIDENT 300G;2,486;49,89
08/09/2026;4279;PRESUNTO TIPO PARMA;1;33,9
08/09/2026;4310;SALADA DE FRUTAS NA TACA;2;27,51
08/09/2026;4314;BRIOCHE PARMESAO;0,454;27,2
08/09/2026;4315;BRIOCHE MILHO;0,65;34,38
08/09/2026;4327;CIABATTA RECHEADA;8;80,36
08/09/2026;4489;MENTOS TUTTI FRUTTI 37G;1;4,59
08/09/2026;4511;CROISSANT MORANGO C/NUTELLA;10;194,34
08/09/2026;4517;SANDUICHE DE MORTADELA DEF C/QUEIJO;2;27,88
08/09/2026;4539;BRIOCHE COCO;0,456;24,12
08/09/2026;4579;MINI SONHO KG;3,764;264,43
08/09/2026;4580;BISCOITO MENTIRINHA KG;0,112;14,54
08/09/2026;4598;PIPOCA DOCE;8;79,2
08/09/2026;4624;PALITO DE CHOCOLATE KG;0,296;29,57
08/09/2026;4655;TAXA DE ENTREGA;18;104,05
08/09/2026;4657;SANDUICHE NATURAL FRANGO;11;130,91
08/09/2026;4687;BOLO DE CENOURA C/ CHOCOLATE;9;269,1
08/09/2026;4725;PAO DOCE EXTRA GRANDE;9;117,39
08/09/2026;4733;LUCKY STRIKE R.A. PATTERSON;2;22
08/09/2026;4734;CROISSANT NEUTRO;13;115,7
08/09/2026;4772;BOLO FITA DOCE DE LEITE;7;104,3
08/09/2026;4787;GATORADE LARANJA PET 500ML;2;19,8
08/09/2026;4914;GATORADE BERRY BLUE PET 500ML;2;20,79
08/09/2026;4990;ADD FRANGO SALADA;3;36,65
08/09/2026;4998;ADD PARMESAO;1;3,99
08/09/2026;5011;FRANGO C/ REQUEIJAO PIZZA;4;114,71
08/09/2026;5019;CAMARAO C REQUEIJAO  PIZZA;1;32,24
08/09/2026;5117;COF SALADA DE FRUTAS 150ML;1;10,49
08/09/2026;5179;BARQUINHA RECHEADA;19;194,73
08/09/2026;5233;ESFIHA FECHADA SABORES;15;179,69
